FirstName,LastName,ADP_SF,Position,Y0_VORP,Y1_VORP,Y2_VORP,Y3_VORP,Y4_VORP,Y5_VORP,Y6_VORP,Y7_VORP,Y8_VORP,Y9_VORP,Y10_VORP,Y11_VORP,Y12_VORP,Y13_VORP,Y14_VORP,Y15_VORP,Y16_VORP,Y17_VORP,Y18_VORP,Y19_VORP,Y20_VORP
Chris,Moore,,WR,0,0,0.002810608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Stoll,,TE,0,0.003044384,0.021944357,0.002654024,4.85E-04,0.013489338,0.012166081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Carter,,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker,Hesse,,TE,0,0,0.035539413,0.017416601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snoop,Conner,,RB,0,0.044401119,0.07908603,0.106202674,0.051897857,0.007834072,0.012265837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amari,Rodgers,,WR,0,0.025598567,0.050423055,0.064189287,0.094937691,0.062995655,0.073812136,0.046966972,0.04150609,0.035116523,0,0,0,0,0,0,0,0,0,0,0
Justyn,Ross,212.3,WR,0,0.018154735,0.067279194,0.057531437,0.059327504,0.042816801,0.062620436,0.008239425,0.024469832,0,0,0,0,0,0,0,0,0,0,0,0
Trent,Taylor,,WR,0,0.025010605,0.002456317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis,Allen,,TE,0,0,0.05182103,0.020412755,0.062136394,0.168514273,0.025155053,0.003747194,0.037599666,0.037137275,0.029443896,0,0,0,0,0,0,0,0,0,0
Quintin,Morris,,TE,0,0.019453946,0.00548779,0.003331308,0,0,0.034330308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah,Higgins,298.1,WR,0,0.040342546,0.058512721,0.102518616,0.074660493,0.034917939,0.079057753,0.039043145,0.063412864,0.024630961,0,0.010224123,3.90E-04,0,0,0,0,0,0,0,0
Kendall,Hinton,,WR,0,0.014736228,5.24E-04,0.082394821,0.027715725,0.042043775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake,Bell,,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone,Smartt,,TE,0,0.046315167,0.021970758,0.004541506,4.83E-04,0,0.055178715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick,Muse,,TE,0,0.014155739,0.011780072,0.006411926,2.03E-04,0,0.026926548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJ,Taylor,,RB,0,0.011483312,0.058140781,0.06202706,0.002830837,0.01698879,0.002504237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OJ,Howard,,TE,0,0.051852421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Edwards,,WR,0,0.004209853,0.044545512,0.076674673,0.062426621,0.053263899,0.022726483,0.035373538,0.036140067,0,0,0,0,0,0,0,0,0,0,0,0
Lance,McCutcheon,,WR,0,0.007617932,0.027219115,0.052872069,0.070963668,0.045871237,0.044554467,0.036690482,0.024503942,0.022098532,0,0,0,0,0,0,0,0,0,0,0
Reggie,Gilliam,,RB,0,0.041911553,0.015297891,0.007746975,0.032243489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert,Okwuegbunam,,TE,0,0,0.008371304,0.001365486,1.34E-04,0,0.028123259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean,McKeon,,TE,0,0,0.006176801,0.002777306,0,0.006310722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Farrell,,TE,0,0,0.011178757,0.00233708,0,0.00891316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Mabry,,TE,0,0,0,0.018684682,0.015229152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Huntley,,RB,0,0.040582468,0.125365171,0.06746116,0.016388394,0.012489179,0.003781116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Sokol,,TE,0,0,0.041203942,0.001776701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Gentry,,TE,0,0,0,0.03423578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simi,Fehoko,,WR,0,0.00944111,0.001532071,0.027888991,0.009634731,0.004816784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Sullivan,,TE,0,0,0,0.02734322,0.009308589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevin,Jordan,,TE,0,9.44E-04,0.082009104,0.021491258,0.026104517,0.039362912,0.007257954,0.00313511,0.049743406,0,0,0,0,0,0,0,0,0,0,0,0
Demario,Douglas,,WR,0,0.018031068,0.067553706,0.068501035,0.017162677,0.014314302,0.038170788,1.35E-04,0.005685276,0.005827191,0,0.006049421,1.18E-04,0,0,0,0,0,0,0,0
Lew,Nichols,,RB,0,0.24975383,0.127534438,0.152257391,0.207030218,0.195668438,0.0877076,0.065701597,0.016756946,0.003962249,0,0.011953255,0,0,0,0,0,0,0,0,0
Cade,Johnson,,WR,0,0.002750482,0.052995179,0.084453915,0.057160366,0.065613468,0.012903771,0.048736871,0.054937133,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Beck,,TE,0,0,0,0.018894358,0.011098023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence,Cager,,TE,0,0,0,0.005479671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles,Boykin,,WR,0,0.012357762,4.12E-04,0.039388062,0.010780946,0.026923988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,DuBose,,WR,0,0.052603084,0.14327775,0.119285828,0.20771802,0.16118127,0.080382444,0.194365361,0.101014615,0.07179841,0.009592696,0.015155675,0,0,0,0,0,0,0,0,0
Alex,Erickson,,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Dwelley,,TE,0,0.049632478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Baccellia,,WR,0,0.018657456,0.001368682,0.057153804,0.01452929,0.035599754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Conley,,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Scott,249.8,WR,0,0.059066246,0.187082323,0.180893244,0.462390119,0.353597478,0.186151647,0.417115353,0.202029683,0.104015355,0.118098031,0.044447783,0,0.014645974,0.098681351,0,0,0,0,0,0
Derius,Davis,,WR,0,0.019312891,0.042199149,0.045756711,0.022514071,0.022871489,0.03624288,0,0.029305737,0.012274644,0,0.012415652,0,0,0,0,0,0,0,0,0
Marcus,Kemp,,WR,0,0,0,0,4.15E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah,Togiai,,TE,0,0.00442686,0.017176925,0.009735185,0,0.004534524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Proche,,WR,0,0.015454362,0.023574714,0.036772613,0.015439888,0.040180483,7.80E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank,Darby,,WR,0,0.005263366,0.003085006,0.050493721,0.010100546,0.004975569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kylen,Granson,,TE,0,0,0.011778276,0.002159119,0,0,0.062544704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny,McIntosh,258.6,RB,0,0.044096638,0.066948971,0.073628967,0.029044595,0.001178021,0.005191159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner,Hudson,,TE,0,0.045024103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen,Nailor,,WR,0,0.004782844,0.020697517,0.050367856,0.067841282,0.038958428,0.051370739,0.032874851,0.034260415,0.030204638,0,0,0,0,0,0,0,0,0,0,0
Zack,Kuntz,273.7,TE,0,0.01232137,0,0.013814565,0.050868208,0,0.00976167,8.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Davis,,TE,0,0,0.007602589,0,0,0.008251281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Wells,,TE,0,0,0.049418074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Calcaterra,,TE,0,0.024338552,0.007688855,0.002494871,0,0,0.032629275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Woerner,,TE,0,0,0.007432537,0,0,0.001951925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,FitzPatrick,,TE,0,0,0.093428955,0.041037646,0.052764724,0,0.008222049,0,0.008644793,0,0,0,0,0,0,0,0,0,0,0,0
Racey,McMath,,WR,0,0.005749247,0.027542473,0.023098779,0.052251731,0.041447079,0.03856887,0.025428436,0.018432304,0.017725889,0,0,0,0,0,0,0,0,0,0,0
Trinity,Benson,,WR,0,0.012513348,0.00133238,0.033747655,0.00883447,0.021480041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
